text_id	sp_code	lang	sentence	(word)	(rus)	gloss	form	p	atr	ep	clause	seq_nr	comment
t01	mish1	Tsakhur	21	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		main line	52	
t01	mish1	Tsakhur	21	ɢadž-es-ɨn	видеть	1.v-pot-a	atr_potential	other	af		quote	52	
t01	mish1	Tsakhur	21	hi=r=xɨr-iːnɢaI	приходить	1=v.pf-temp1	sconverb	other	naf		quote	52	
t02	mish1	Tsakhur	21	qod-u	рвать	npl.v-pf	aorist	pst	naf		main line	53	
t02	mish1	Tsakhur	21	taraš-aʔ-u	выхватывать-делать	v-4.v-pf	aorist	pst	naf		main line	53	
t02	mish1	Tsakhur	21	gik’-u-na	убивать	1.v-pf-aa	atr_aorist	pst	af		main line	53	
t02	mish1	Tsakhur	21	iljo=r=zur-ni	останавливаться	1=v.pf-aobl	participle	other	ptcp		dependent	53	
t3	mish4	Tsakhur	21	iwho	говорить	v.pf	aorist	pst	naf		main line	61	
t3	mish4	Tsakhur	21	hil-e	дать	npl.v-imp	imperative	other	naf		quote	61	
t4	mish4	Tsakhur	21	ho=p’=t’ul	вести.за.уздечку	3=v.pf	aorist	pst	naf		main line	62	
t4	mish4	Tsakhur	21	qɨʁa=w=š-u wo=b	вытаскивать быть	3=v-pf v=3	naf_perfect	pf	naf	ep	main line	62	
t6	mish4	Tsakhur	21	NA	NA	NA	NA	NA			conversation	66	
b1	kvan4	Bagvalal	22	b=et-aː	оставлять	n=v-pot.inf	infinitive	other	NA	NA	dependent	2	
b1	kvan4	Bagvalal	22	b=ešta	отпускать	n=v	preterite	pst	NA	NA	dependent	2	
b1	kvan4	Bagvalal	22	džeː	делать	v	preterite	pst	NA	NA	main line	2	
b10	kvan14	Bagvalal	22			v-msd-la	masdar	other	NA	NA	non-clausal	5	
b10	kvan14	Bagvalal	22			v=n=conv cop	perfect	pf	NA	NA	main line	5	
b10	kvan14	Bagvalal	22			v=n=conv cop	perfect	pf	NA	NA	main line	5	
b14	kvan4	Bagvalal	22			cop=part.f	participle	other	NA	NA	dependent	11	
b14	kvan4	Bagvalal	22			n=v=n=conv cop	perfect	pf	NA	NA	first	11	
b17	kvan13	Bagvalal	22			v=n=conv	converb	other	NA	NA	dependent	19	
b17	kvan13	Bagvalal	22			m=v=m=conv cop	perfect	pf	NA	NA	main line	19	
b5	kvan4	Bagvalal	22	j=eta=w=o	оставлять	f=v=m=conv	converb	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	22	hak’uj-li=j=o	жена	noun-vrb=f=conv	converb	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	22	har-aː	просить	v-ms.pot.inf	infinitive	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	22	j=ah-aː	брать	f=v-pot.inf	infinitive	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	22	w=eɬi	идти	m=v	preterite	pst	NA	NA	main line	44	
b8	kvan3	Bagvalal	22	b=aχir=ir=o	подниматься	hpl=v=hpl=conv	converb	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	22	ašːa=b=o	начинать	v=n=conv	converb	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	22	ansːali-ra-la	греться	v-ipf.inf-la	infinitive	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	22	b=iʁ-eː b=uk’a	останавливаться быть	n=v-caus n=v	preterite_pluperfect	other	NA	NA	main line	48	
t01	mish1	Tsakhur	22	ilʲo=r=zur	останавливаться	1=v.pf	converb	other	naf		dependent	52	aorist as converb
t01	mish1	Tsakhur	22	oxan-as	есть	4.v-pot	infinitive	other	naf		dependent	52	
t01	mish1	Tsakhur	22	haIzir-aʔ-a	готовить-делать	v-4.v-ipf	present	other	naf		main line	52	
t01	mish1	Tsakhur	22	e=p’=č’ʷ-iːnɢaI	входить	hpl=v.pf-temp1	sconverb	other	naf		dependent	52	
t02	mish1	Tsakhur	22	ɢada=r=xun	бежать	1=v.pf	aorist	pst	naf		main line	53	
t02	mish1	Tsakhur	22	ɢatːixan-aʔ-u-na	освобождаться-делать	1.v-1.v-pf-aa	atr_aorist	pst	af		main line	53	
t3	mish4	Tsakhur	22	a=p’=k’ɨn-na	уходить	3=v.pf-aa	atr_aorist	pst	af		quote	61	
t3	mish4	Tsakhur	22	iwho wo=d	говорить	v.pf v=4	naf_perfect	pf	naf	ep	main line	61	
t3	mish4	Tsakhur	22	baʁlamiš-aʔ-a	закрываться-делать	v-4.v-ipf	present	other	naf		quote	61	
t4	mish4	Tsakhur	22	qɨʁa=w=š-u	вытаскивать	3=v-pf	aorist	pst	naf		main line	62	
t4	mish4	Tsakhur	22	fɨkɨramiš-xa-na	думать-стать	v-1.v.pf-aa	atr_aorist	pst	af		main line	62	
t4	mish4	Tsakhur	22	qɨʁa=w=š-es	вытаскивать	3=v-pot	infinitive	other	naf		dependent	62	
t6	mish5	Tsakhur	22	wo=r=na	быть	v=1-aa	atr_present	other	af		conversation	66	past translation
t6	mish5	Tsakhur	22	wo=b=niː	быть	v=hpl-em2	present	other	naf		conversation	66	past translation
b1	kvan4	Bagvalal	23	b=ešta	отпускать	n=v	converb	other	NA	NA	dependent	2	
b1	kvan4	Bagvalal	23	b=eta=b	оставлять	n=v=part.n	participle	other	NA	NA	dependent	2	
b1	kvan4	Bagvalal	23	heƛ’i-r-oː=b	говорить	v-ipf-part=n	participle	other	NA	NA	dependent	2	
b1	kvan4	Bagvalal	23	b=eli=b=o ek’ʷa	идти есть	n=v=n=conv cop	perfect	pf	NA	NA	main line	2	
b10	kvan14	Bagvalal	23			v=n=conv cop	perfect	pf	NA	NA	main line	5	
b10	kvan14	Bagvalal	23			f=v=f=conv cop	perfect	pf	NA	NA	main line	5	
b10	kvan14	Bagvalal	23			v.ipf-part=n=temp-la	sconverb	other	NA	NA	dependent	5	
b14	kvan4	Bagvalal	23			v=n=conv	converb	other	NA	NA	dependent	11	
b14	kvan4	Bagvalal	23			v=n=conv cop	perfect	pf	NA	NA	main line	11	
b14	kvan4	Bagvalal	23			v-ms.pot-csl-di	sconverb	other	NA	NA	dependent	11	
b17	kvan13	Bagvalal	23			v-ipf.inf-di	infinitive	other	NA	NA	dependent	19	
b17	kvan13	Bagvalal	23			v-pot.inf	infinitive	other	NA	NA	dependent	19	
b17	kvan13	Bagvalal	23			v-neg-part=m=di-la	participle	other	NA	NA	quote	19	
b17	kvan13	Bagvalal	23			v=n=conv cop	perfect	pf	NA	NA	main line	19	
b17	kvan13	Bagvalal	23			cop	present	other	NA	NA	quote	19	
b5	kvan4	Bagvalal	23	iči=b=o	давать	v=n=conv	converb	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	23	w=aː	приходить	m=v	preterite	pst	NA	NA	main line	44	
b8	kvan3	Bagvalal	23	b=uk-a-ɬena	падать	n=v-pot-ant2	converb	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	23	b=iʁi=r=o b=uk’=ur	стоять быть	hpl=v=hpl=conv hpl=v=hpl	preterite_pluperfect	other	NA	NA	main line	48	
t01	mish1	Tsakhur	23	ha=t’=q’ur-wɨ	ломать	4=v.pf-wy	aorist	pst	naf		dependent	52	wy -> nonfinite?
t01	mish1	Tsakhur	23	ac’a-xa-jn-ki	знать-стать	v-4.v.pf-a-ki	atr_aorist	pst	af		main line	52	
t01	mish1	Tsakhur	23	ajr-es	приходить	1.v-pot	infinitive	other	naf		dependent	52	
t01	mish1	Tsakhur	23	a=t’=k’ɨn-iː-l-e	уходить	npl=v.pf-msd-sup-el	masdar	other	naf		dependent	52	
t01	mish1	Tsakhur	23	d-ɨkːiːkɨn-o=r	хотеть-быть	neg-v.pf-v=1	naf_perfect	pf	naf	ep	main line	52	
t01	mish1	Tsakhur	23	wo=d haʔ-u	быть делать	cop=npl npl.v-pf	naf_perfect	pf	naf	ep	main line	52	
t02	mish1	Tsakhur	23	massa hiwo-wɨ	продавать давать	v 1.v.pf-wy	aorist	pst	naf		quote	53	
t02	mish1	Tsakhur	23	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		main line	53	
t02	mish1	Tsakhur	23	ɨxa-j	стать	4.v.pf-msd	masdar	other	naf		dependent	53	
t02	mish1	Tsakhur	23	ac’a deš-o=d	знать не.быть-быть	v.ipf neg.cop-cop=4	naf_durative	other	naf	ep	quote	53	
t02	mish1	Tsakhur	23	ha=w=ʔ-u-xe	делать	3=v-pf-cond2	sconverb	other	naf		dependent	53	
t3	mish4	Tsakhur	23	a=j=q-ɨ	держать	2=v-pf	aorist	pst	naf		main line	61	
t3	mish4	Tsakhur	23	haʔ-u	делать	npl.v-pf	aorist	pst	naf		main line	61	
t3	mish4	Tsakhur	23	hil-e	давать	npl.v-imp	imperative	other	naf		quote	61	
t3	mish4	Tsakhur	23	iwho wo=d	говорить быть	v.pf v=4	naf_perfect	pf	naf	ep	main line	61	
t4	mish4	Tsakhur	23	aːq-as	открывать	npl.v-pot	infinitive	other	naf		dependent	62	
t4	mish4	Tsakhur	23	wo=d ɨxa	быть стать	v=npl npl.v.pf	naf_perfect	pf	naf	ep	main line	62	
t4	mish4	Tsakhur	23	w=uxa deš-o=b	стать на.быть-быть	3=v.pf neg.cop-v=3	naf_perfect	pf	naf	ep	main line	62	
t6	mish6	Tsakhur	23	NA	NA	NA	NA	NA			conversation	66	
b1	kvan4	Bagvalal	24	ek’ʷa=b	есть	cop=part.n	participle	other	NA	NA	dependent	2	
b1	kvan4	Bagvalal	24	b=idžu-r-oː=b	расти	n=v-ipf-part=n	participle	other	NA	NA	dependent	2	
b1	kvan4	Bagvalal	24	b=uk’a	быть	n=v	preterite	pst	NA	NA	main line	2	
b14	kvan4	Bagvalal	24			n=v=m=conv	converb	other	NA	NA	dependent	12	
b14	kvan4	Bagvalal	24			m=v-ipf-conv	converb	other	NA	NA	dependent	12	
b14	kvan4	Bagvalal	24			m=v=m=conv cop	perfect	pf	NA	NA	first	12	
b5	kvan4	Bagvalal	24	j=isan-č’i	находить	f=v-neg	preterite	pst	NA	NA	main line	44	
b8	kvan3	Bagvalal	24	b=uχːu=r=o	оставаться	hpl=v=hpl=conv	converb	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	24	b=iʁi-r-oː=b=q’aɬːani	стоять	hpl=v-ipf-part=n=temp	converb	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	24	b=uɬu=b=o	стать	n=v=n=conv	converb	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	24	r=iseː-ra	давить	npl=v-ipf.inf	infinitive	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	24	ƛ’ihã	спать	v	preterite	pst	NA	NA	dependent	48	
b8	kvan3	Bagvalal	24	b=eɬi	ехать	n=v	preterite	pst	NA	NA	main line	48	
b8	kvan3	Bagvalal	24	ɬːit’uri	вздрагивать	v	preterite	pst	NA	NA	main line	48	
b8	kvan3	Bagvalal	24	ašːa	начинать	v	preterite	pst	NA	NA	main line	48	
t01	mish1	Tsakhur	24	naš-qeːxe ɨxa	стыдиться-стать стать	v-4.v.ipf 4.v.pf	imperfect	other	naf		main line	52	
t02	mish1	Tsakhur	24	saI=w=χ-u	драться	hpl=v-pf	aorist	pst	naf		main line	53	
t02	mish1	Tsakhur	24	ʁam-u=w=xa-jm-mɨ	побеждать-стать	v-hpl=v.pf-a-pl	atr_aorist	pst	af		main line	53	
t3	mish4	Tsakhur	24	iwho wo=d	говорить быть	v.pf v=4	naf_perfect	pf	naf	ep	main line	61	
t4	mish4	Tsakhur	24	ali=r=k’ɨr	крутиться	1=v.pf	aorist	pst	naf		main line	62	
t4	mish4	Tsakhur	24	qa=b=ɨ	приходить	3=v.pf	aorist	pst	naf		main line	62	
t4	mish4	Tsakhur	24	ilʲakː-ɨ wo=r	смотреть быть	1.v-pf v=1	naf_perfect	pf	naf	ep	main line	62	
t4	mish4	Tsakhur	24	wo=b	быть	v=3	present	other	naf		main line	62	
t6	mish5	Tsakhur	24	deš	не.быть	neg.cop	present	other	naf		conversation	66	past translation
b1	kvan4	Bagvalal	25	džeː	делать	v	preterite	pst	NA	NA	main line	2	
b14	kvan4	Bagvalal	25			cop=part.hpl=obl.hpl-erg	participle	other	NA	NA	dependent	12	
b14	kvan4	Bagvalal	25			adj-vrb-part=m	participle	other	NA	NA	quote	12	
b14	kvan4	Bagvalal	25			n=v=n=conv cop	perfect	pf	NA	NA	main line	12	
b2	kvan6	Bagvalal	25	ek’ʷa=b=q’aɬːani	есть	v=part.n=temp	converb	other	NA	NA	dependent	23	
b2	kvan6	Bagvalal	25	heri=r=o	пугаться	v=hpl=conv	converb	other	NA	NA	dependent	23	
b2	kvan6	Bagvalal	25	b=eta=b=o	оставлять	n=v=n=conv	converb	other	NA	NA	dependent	23	
b2	kvan6	Bagvalal	25	r=eta=r=o	оставлять	npl=v=npl=conv	converb	other	NA	NA	dependent	23	
b2	kvan6	Bagvalal	25	r=eɬ-aː	идти	npl=v-ms.pot.inf	infinitive	other	NA	NA	dependent	23	
b2	kvan6	Bagvalal	25	her-a-la	пугаться	v-ms.ipf.inf-la	infinitive	other	NA	NA	dependent	23	
b2	kvan6	Bagvalal	25	ek’ʷa-l-laː-la-mi	есть	v-msd-sup.lat-la-mi	masdar	other	NA	NA	dependent	23	
b2	kvan6	Bagvalal	25	r=ija-č’-u=r	знать	npl=v-neg-part=npl	participle	other	NA	NA	NA	23	
b2	kvan6	Bagvalal	25	w=eɬi=w=o weč’e	идти не.есть	m=v=m=conv neg.cop	perfect	pf	NA	NA	first	23	
b2	kvan6	Bagvalal	25	b=eɬi=r=o ek’ʷa	уходить есть	hpl=v=hpl=conv cop	perfect	pf	NA	NA	main line	23	
b2	kvan6	Bagvalal	25	r=uk’a-da-la	быть	npl=v-da-loc	preterite	pst	NA	NA	main line	23	
b5	kvan4	Bagvalal	25	rek’ʷa=j=o	садиться	v=f=conv	converb	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	25	b=ihi=j=o	брать	n=v=f=conv	converb	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	25	j=eɬi=j=o ek’ʷa	уходить есть	f=v=f=conv cop	perfect	pf	NA	NA	main line	44	
b5	kvan4	Bagvalal	25	š’ʷaː	бежать	v	preterite	pst	NA	NA	main line	44	
b8	kvan3	Bagvalal	25	džeː-r-oː=b	делать	v-ipf-part=n	participle	other	NA	NA	quote	48	
b8	kvan3	Bagvalal	25	b=as’ĩː	спрашивать	n=v	preterite	pst	NA	NA	main line	48	
t02	mish1	Tsakhur	25	aqː-ɨ	хватать	1.v-pf	aorist	pst	naf		main line	53	
t02	mish1	Tsakhur	25	ɨIqq-a-nɢaI	идти	1.v-ipf-temp1	sconverb	other	naf		dependent	53	
t3	mish4	Tsakhur	25	hag-u wo=d	показывать быть	npl.v-pf v=npl	naf_perfect	pf	naf	ep	main line	61	
t4	mish4	Tsakhur	25	haʔa-na	делать	npl.v-aa	participle	other	ptcp		non-clausal	62	
t4	mish4	Tsakhur	25	wo=b	быть	v=3	present	other	naf		comment	62	
t6	mish5	Tsakhur	25	NA	NA	NA	NA	NA			NA	66	
b14	kvan4	Bagvalal	26			m=v-ipf-conv cop	present	other	NA	NA	quote	12	
b14	kvan4	Bagvalal	26			v-ipf-conv f=v-pot-csl	sconverb	other	NA	NA	dependent	12	
b2	kvan6	Bagvalal	26	k’anc’ur-aː	прыгать	v-ms.pot.inf	infinitive	other	NA	NA	dependent	23	
b2	kvan6	Bagvalal	26	b=eː=r=o ek’ʷa	приходить есть	hpl=v=hpl=conv cop	perfect	pf	NA	NA	main line	23	
b5	kvan4	Bagvalal	26	w=eɬi=w=o	ехать	m=v=m=conv	converb	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	26	w=eɬi	ехать	m=v	preterite	pst	NA	NA	main line	44	
b8	kvan3	Bagvalal	26	b=eli-laː-χ-la	ехать	n=v-ipf-conv-la	converb	other	NA	NA	quote	48	
b8	kvan3	Bagvalal	26	b=eta b=uk’a-ʁala	оставлять быть	n=v n=v-rala	preterite	pst	NA	NA	quote	48	
b8	kvan3	Bagvalal	26	heƛ’i	говорить	v	preterite	pst	NA	NA	main line	48	
t02	mish1	Tsakhur	26	qa=b=ɨ	приходить	hpl=v.pf	aorist	pst	naf		main line	53	
t02	mish1	Tsakhur	26	qoI=t=qʷ-iːn	красть	4=v.pf-a	atr_aorist	pst	af		main line	53	
t02	mish1	Tsakhur	26	ɢajsɨn-ni	спасть	1.v.pf-aobl	participle	other	ptcp		non-clausal	53	
t2	mish3	Tsakhur	26	alʲaʔ-a-m-mɨ	надевать	v-ipf-a-pl	atr_present	other	af		main line	59	
t2	mish3	Tsakhur	26	ajqeːq-a	держать	2.v-ipf	present	other	naf		main line	59	
t2	mish3	Tsakhur	26	qakːʲah-a	снимать	npl.v-ipf	present	other	naf		main line	59	
t3	mish4	Tsakhur	26	gi=t’=k’ɨn wo=d ɨxa	раскладывать быть стать	npl=v.pf v=npl npl.v.pf	unknown	other	naf		main line	61	
t4	mish4	Tsakhur	26	haːʔ-a	делать	3.v-ipf	present	other	naf		comment	62	
t6	mish6	Tsakhur	26	k’elʲ deš	помнить не.быть	v neg.cop	present	other	naf		conversation	66	
b2	kvan6	Bagvalal	27	b=eː=r=o	приходить	hpl=v=hpl=conv	converb	other	NA	NA	dependent	23	
b2	kvan6	Bagvalal	27	k’anc’ur-aː-la	прыгать	v-ms.pot.inf-la	infinitive	other	NA	NA	dependent	23	
b2	kvan6	Bagvalal	27	k’ʷaː=w=o ek’ʷa	убивать есть	v=m=conv cop	perfect	pf	NA	NA	main line	23	
b5	kvan4	Bagvalal	27	j=ac’a=b=q’aɬːir	достигать	f=v=part.n=temp	converb	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	27	j=išː-eː	ловить	f=v-caus	preterite	pst	NA	NA	main line	44	
b8	kvan3	Bagvalal	27	b=uħa	заканчиваться	n=v	preterite	pst	NA	NA	main line	48	
b8	kvan3	Bagvalal	27	b=eː=r=laː-χ b=uk’=ur	приезжать быть	hpl=v=hpl=ipv-conv hpl=v=hpl	preterite_imperfect	other	NA	NA	main line	48	
t02	mish1	Tsakhur	27	ha=w=ʔ-u-na	делать	3=v-pf-aa	atr_aorist	pst	af		main line	53	
t02	mish1	Tsakhur	27	a=r=k’ɨn ejx-e-wɨ	идти стать	1=v.pf 1.v-ipf-wy	unknown	other	naf		main line	53	wy -> nonfinite?
t2	mish3	Tsakhur	27	giːʔar-na	садиться	2.v.ipf-aa	atr_present	other	af		first	59	past translation
t2	mish3	Tsakhur	27	čaˁpalʲ-aʔ-a-m-mɨ	грязный-делать	adj-npl.v-ipf-a-pl	atr_present	other	af		main line	59	past translation
t2	mish3	Tsakhur	27	w=uxa-jni-maː	стать	3=v.pf-aobl-lim	atr_sconverb	other	af		dependent	59	
t3	mish4	Tsakhur	27	qal-e	приносить	npl.v-imp	imperative	other	naf		quote	61	
t3	mish4	Tsakhur	27	iwho wo=d	говорить быть	v.pf v=4	naf_perfect	pf	naf	ep	main line	61	
t4	mish4	Tsakhur	27	ɢadž-iːm-mɨ	видеть	npl.v.pf-a-pl	atr_aorist	pst	af		comment	62	
t6	mish5	Tsakhur	27	NA	NA	NA	NA	NA			NA	66	
b2	kvan6	Bagvalal	28	k’ʷaː=w=o	убивать	v=m=conv	converb	other	NA	NA	dependent	23	
b2	kvan6	Bagvalal	28	b=uk’a=b=o ek’ʷa	быть есть	n=v=n=conv cop	perfect	pf	NA	NA	main line	23	
b5	kvan4	Bagvalal	28	ƛ’ʷahr-a	стрелять	v-ms.ipf.inf	infinitive	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	28	džeː	делать	v	preterite	pst	NA	NA	main line	44	
b8	kvan3	Bagvalal	28	s’aː=w	пить	v=part.m	participle	other	NA	NA	NA	48	
b8	kvan3	Bagvalal	28	b=eː=r	приходить	hpl=v=hpl	preterite	pst	NA	NA	main line	48	
t2	mish3	Tsakhur	28	qa=r=ɨ	приходить	2=v.pf	aorist	pst	naf		main line	59	
t2	mish3	Tsakhur	28	ha=j=g-u	показывать	2=v-pf	aorist	pst	naf		main line	59	
t2	mish3	Tsakhur	28	čaˁpal-iːxa	грязный-стать	adj-2.v.pf	converb	other	naf		dependent	59	
t3	mish4	Tsakhur	28	ha=r=k’ɨn	идти	2=v.pf	aorist	pst	naf		main line	61	
t3	mish4	Tsakhur	28	qa=d=ɨ wo=d	приносить быть	npl=v.pf v=npl	naf_perfect	pf	naf	ep	main line	61	
t4	mish4	Tsakhur	28	ikː-id-eč’-es-wɨ	попадать	neg-4.v-pot-wy	potential	other	naf		comment	62	
t4	mish4	Tsakhur	28	haːʔ-a	делать	3.v-ipf	present	other	naf		comment	62	
t6	mish4	Tsakhur	28	ac’a-na	знать	1.v-aa	atr_present	other	af		conversation	66	
t6	mish4	Tsakhur	28	ac’a-na	знать	1.v-aa	atr_present	other	af		conversation	66	
b2	kvan6	Bagvalal	29	reš’i=w=o	кидать	v=m=conv	converb	other	NA	NA	dependent	23	
b2	kvan6	Bagvalal	29	k’ʷaː=w=o	убивать	v=m=conv	converb	other	NA	NA	dependent	23	
b2	kvan6	Bagvalal	29	džeː-raː-χ-da	делать	v-ipf-conv-da	converb	other	NA	NA	dependent	23	
b2	kvan6	Bagvalal	29	k’ʷaː=w=o ek’ʷa	убивать есть	v=m=conv cop	perfect	pf	NA	NA	main line	23	
b2	kvan6	Bagvalal	29	b=eɬi=r=o ek’ʷa	идти есть	hpl=v=hpl=conv cop	perfect	pf	NA	NA	main line	23	
b5	kvan4	Bagvalal	29	b=aha-č’u=b=muχã	попадать	n=v-neg-part=n=eq1	participle	other	NA	NA	NA	44	
b5	kvan4	Bagvalal	29	ƛ’ʷahr-aː-χ b=uk’a	стрелять быть	v-ms.ipf-conv n=v	preterite_imperfect	other	NA	NA	main line	44	
b8	kvan3	Bagvalal	29	b=eː=r=o	приходить	hpl=v=hpl=conv	converb	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	29	džeː=b=o	делать	v=n=conv	converb	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	29	b=iʁ-eː-ra	останавливаться	n=v-caus-ipf.inf	infinitive	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	29	b=uk’a	быть	n=v	preterite	pst	NA	NA	main line	48	
b8	kvan3	Bagvalal	29	ašːa	начинать	v	preterite	pst	NA	NA	main line	48	
t2	mish3	Tsakhur	29	čaˁpalʲ-aʔ-iːm-mɨ	грязный-делать	adj-npl.v.pf-a-pl	atr_aorist	pst	af		quote	59	
t3	mish4	Tsakhur	29	k’eli=t=χɨn	забывать	4=v.pf	aorist	pst	naf		comment	61	
t3	mish4	Tsakhur	29	ac’a-xa-jn-ki	знать-стать	4.v-4.v.pf-a-ki	atr_aorist	pst	af		main line	61	
t3	mish4	Tsakhur	29	k’ečː-u	класть.внутрь	4.v-pf	converb	other	naf		dependent	61	
t3	mish4	Tsakhur	29	iwh-es	говорить	v-pot	infinitive	other	naf		dependent	61	
t3	mish4	Tsakhur	29	ɨxa-j	стать	4.v.pf-msd	masdar	other	naf		dependent	61	
t3	mish4	Tsakhur	29	haʔ-iːn	делать	4.v.pf-a	participle	other	ptcp		non-clausal	61	
t4	mish4	Tsakhur	29	qikːoːk’ʲal-a=w=ʔ-u	опрокидываться-делать	v-3=v-pf	aorist	pst	naf		main line	62	
t6	mish5	Tsakhur	29	a=w=χʷ-iːm-mɨ	оставаться	hpl=v.pf-a-pl	participle	other	ptcp		non-clausal	66	
b2	kvan6	Bagvalal	30	r=uk-a-sː	быть должным	npl=v-pot-fut1	future	other	NA	NA	quote	23	
b2	kvan6	Bagvalal	30	r=ešt-aː	отпускать	npl=v-pot.inf	infinitive	other	NA	NA	dependent	23	
b2	kvan6	Bagvalal	30	heƛ’i=b=o ek’ʷa	говорить есть	v=n=conv cop	perfect	pf	NA	NA	main line	23	
b23	kvan3	Bagvalal	30			v=m=conv	converb	other	NA	NA	dependent	30	
b23	kvan3	Bagvalal	30			m=v	preterite	pst	NA	NA	first	30	
b23	kvan3	Bagvalal	30			v	preterite	pst	NA	NA	main line	30	
b23	kvan3	Bagvalal	30			n=v-ipf-part=n=temp	sconverb	other	NA	NA	dependent	30	
b5	kvan4	Bagvalal	30	reš’i=b=o	кидать	v=n=conv	converb	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	30	b=uk’a ɬuq’uri=b=o	быть ранить	n=v v=n=conv	preterite_pluperfect	other	NA	NA	main line	44	
b8	kvan3	Bagvalal	30	b=ah-aː	брать	hpl=v-pot.inf	infinitive	other	NA	NA	quote	48	
b8	kvan3	Bagvalal	30	behri-č’u=ba=ʁe	быть.разрешенным	v-neg-part=hpl=re	participle	other	NA	NA	quote	48	
b8	kvan3	Bagvalal	30	heƛ’i	говорить	v	preterite	pst	NA	NA	main line	48	
t2	mish3	Tsakhur	30	heːχʷ-a-na-niː-xe	убегать	2.v-ipf-aa-em2-hab	atr_habitual	other	af		main line	59	
t2	mish3	Tsakhur	30	haʔ-u	делать	4.v-pf	converb	other	naf		dependent	59	
t3	mish4	Tsakhur	30	gi=w=x-u w=uxa-na	класть стать	3=v-pf 3=v.pf-aa	atr_pluperfect	other	af		main line	61	
t3	mish4	Tsakhur	30	ha=j=ʔ-iːni	делать	2=v.pf-aobl	participle	other	ptcp		dependent	61	
t4	mish4	Tsakhur	30	qikːoːk’al-a=w=ʔ-u	опрокидываться-делать	v-3=v-pf	aorist	pst	naf		main line	62	
t4	mish4	Tsakhur	30	ho=p’=t’ul-na	вести.за.удечку	3=v.pf-aa	atr_aorist	pst	af		main line	62	
t4	mish4	Tsakhur	30	oːk’ʷal-a=w=ʔ-u-na	прыгать-делать	3=v-3=v-pf-aa	atr_aorist	pst	af		main line	62	
t4	mish4	Tsakhur	30	aliχ-ɨ	садиться.верхом	1.v-pf	converb	other	naf		dependent	62	
t6	mish4	Tsakhur	30	NA	NA	NA	NA	NA			NA	66	
b14	kvan4	Bagvalal	31			n=v-pot.inf	infinitive	other	NA	NA	dependent	13	
b14	kvan4	Bagvalal	31			v-ms.ipf.inf	infinitive	other	NA	NA	dependent	13	
b14	kvan4	Bagvalal	31			f=v=part.f	participle	other	NA	NA	dependent	13	
b14	kvan4	Bagvalal	31			v=f=conv cop	perfect	pf	NA	NA	first	13	
b2	kvan6	Bagvalal	31	r=ešteː=b=o	отпускать	npl=v=n=conv	converb	other	NA	NA	dependent	23	
b5	kvan4	Bagvalal	31	b=aː=ba	приходить	hpl=v=part.hpl	participle	other	NA	NA	NA	44	
b5	kvan4	Bagvalal	31	b=ah=ir	падать	hpl=v=hpl	preterite	pst	NA	NA	main line	44	
b8	kvan3	Bagvalal	31	heƛ’-a-raː	говорить	v-pot-cond	converb	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	31	b=is-a-naː	находить	hpl=v-pot-cond	converb	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	31	atštrafawat	штрафовать	v	infinitive	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	31	b=el-oː=ba	ехать	hpl=v.ipf-part=hpl	participle	other	NA	NA	quote	48	
b8	kvan3	Bagvalal	31	džeː-r-oː=w	делать	v-ipf-part=m	participle	other	NA	NA	quote	48	
t3	mish4	Tsakhur	31	qa=d=ɨ deš	приходить не.быть	4=v.pf neg.cop	aorist	pst	naf		main line	61	
t4	mish4	Tsakhur	31	oːk’ʷal-a=w=ʔ-u	прыгать-делать	3=v-3=v.pf.3	aorist	pst	naf		main line	62	
t4	mish4	Tsakhur	31	ali=w=k’ar-a=w=ʔ-u	крутиться-делать	3=v-3=v-pf	aorist	pst	naf		main line	62	
